,,timestamp,duration,number_of_trees,training_rmse,training_mae,training_deviance,validation_rmse,validation_mae,validation_deviance
0,,2018-11-01 19:11:19, 2.492 sec,0.0,,,,,,
1,,2018-11-01 19:11:19, 2.546 sec,1.0,1.5000241923885649,0.7070646243239888,2.250072577750966,2.35135052906608,0.9414212430898122,5.528849310539333
2,,2018-11-01 19:11:19, 2.613 sec,2.0,1.5660627520000492,0.7197799609021791,2.4525525432019673,2.4183532737616806,0.8040592993898262,5.848432556713838
3,,2018-11-01 19:11:19, 2.683 sec,3.0,1.5225296828413548,0.7154863205645042,2.3180966351329966,2.201578306149878,0.7327796244362031,4.846947038109765
4,,2018-11-01 19:11:19, 2.719 sec,4.0,1.4878974985297442,0.6832959993796588,2.2138389661310702,2.0758085992100077,0.7237787352730547,4.308981340554215
5,,2018-11-01 19:11:19, 2.746 sec,5.0,1.4662948438720105,0.676686232672252,2.1500205691656435,2.0563900612002275,0.7186732784283963,4.228740083803076
6,,2018-11-01 19:11:19, 2.777 sec,6.0,1.5337293913931087,0.6765911953701503,2.3523258460230756,2.146907582069828,0.7278064665780357,4.609212165948915
7,,2018-11-01 19:11:19, 2.810 sec,7.0,1.4959226571787283,0.6790249602917301,2.237784596260667,2.126562426639673,0.7256313101306819,4.522267754395615
8,,2018-11-01 19:11:19, 2.847 sec,8.0,1.4517478697982986,0.6609860941199515,2.1075718774638976,2.145750959851728,0.7090959492894261,4.604247181704612
9,,2018-11-01 19:11:19, 2.883 sec,9.0,1.4176319422995365,0.6416440344181753,2.0096803238279564,2.1788455528545665,0.7008943265111306,4.747367943194122
10,,2018-11-01 19:11:19, 2.910 sec,10.0,1.3908587891450066,0.6261424602340112,1.9344881713419138,2.197245505662716,0.6961447765792336,4.827887812155003
